REF_DATE,GEO,Before-tax household income quintile,"Household expenditures, summary-level categories",UOM,COORDINATE,Expense,Family type,Age of older adult,Family income,Income
2021,Province 9,All quintiles,Clothing and accessories,Dollars,C832,2343,Couple families,Total all ages,"$90,000 and over",1202500
2021,Province 9,All quintiles,Transportation,Dollars,C833,11036,Couple families,Total all ages,Median total income,104330
2021,Province 9,Lowest quintile,Total expenditure,Dollars,C834,41391,Couple families,0 to 24 years,All income groups,26180
2021,Province 9,Lowest quintile,Food purchased from stores,Dollars,C835,4638,Couple families,0 to 24 years,"Under $10,000",1110
2021,Province 9,Lowest quintile,Food purchased from restaurants,Dollars,C836,1641,Couple families,0 to 24 years,"$10,000 and over",25080
2021,Province 9,Lowest quintile,Shelter,Dollars,C837,13004,Couple families,0 to 24 years,"$15,000 and over",24200
2021,Province 9,Lowest quintile,Principal accommodation,Dollars,C838,12525,Couple families,0 to 24 years,"$20,000 and over",23130
2021,Province 9,Lowest quintile,Rented living quarters,Dollars,C839,4801,Couple families,0 to 24 years,"$25,000 and over",21830
2021,Province 9,Lowest quintile,Owned living quarters,Dollars,C840,5477,Couple families,0 to 24 years,"$30,000 and over",20450
2021,Province 9,Lowest quintile,"Water, fuel and electricity for principal accommodation",Dollars,C841,2247,Couple families,0 to 24 years,"$35,000 and over",18970
2021,Province 9,Lowest quintile,Other accommodation,Dollars,C842,479,Couple families,0 to 24 years,"$40,000 and over",17530
2021,Province 9,Lowest quintile,Household operations,Dollars,C843,3600,Couple families,0 to 24 years,"$45,000 and over",16070
2021,Province 9,Lowest quintile,Communications,Dollars,C844,2117,Couple families,0 to 24 years,"$50,000 and over",14510
2021,Province 9,Lowest quintile,Household furnishings and equipment,Dollars,C845,1331,Couple families,0 to 24 years,"$60,000 and over",11450
2021,Province 9,Lowest quintile,Household furnishings,Dollars,C846,593,Couple families,0 to 24 years,"$70,000 and over",8680
2021,Province 9,Lowest quintile,Household equipment,Dollars,C847,619,Couple families,0 to 24 years,"$75,000 and over",7440
2021,Province 9,Lowest quintile,Household appliances,Dollars,C848,335,Couple families,0 to 24 years,"$80,000 and over",6260
2021,Province 9,Lowest quintile,Clothing and accessories,Dollars,C849,1121,Couple families,0 to 24 years,"$90,000 and over",4330
2021,Province 9,Lowest quintile,Transportation,Dollars,C850,5232,Couple families,0 to 24 years,Median total income,54580
2021,Province 9,Second quintile,Total expenditure,Dollars,C851,62423,Couple families,25 to 34 years,All income groups,253140
2021,Province 9,Second quintile,Food purchased from stores,Dollars,C852,7584,Couple families,25 to 34 years,"Under $10,000",3440
2021,Province 9,Second quintile,Food purchased from restaurants,Dollars,C853,1610,Couple families,25 to 34 years,"$10,000 and over",249700
2021,Province 9,Second quintile,Shelter,Dollars,C854,16086,Couple families,25 to 34 years,"$15,000 and over",247570
2021,Province 9,Second quintile,Principal accommodation,Dollars,C855,14939,Couple families,25 to 34 years,"$20,000 and over",244780
2021,Province 9,Second quintile,Rented living quarters,Dollars,C856,4212,Couple families,25 to 34 years,"$25,000 and over",241310
2021,Province 9,Second quintile,Owned living quarters,Dollars,C857,7637,Couple families,25 to 34 years,"$30,000 and over",237310
2021,Province 9,Second quintile,"Water, fuel and electricity for principal accommodation",Dollars,C858,3090,Couple families,25 to 34 years,"$35,000 and over",233390
2021,Province 9,Second quintile,Other accommodation,Dollars,C859,1147,Couple families,25 to 34 years,"$40,000 and over",229380
2021,Province 9,Second quintile,Household operations,Dollars,C860,4640,Couple families,25 to 34 years,"$45,000 and over",224940
2021,Province 9,Second quintile,Communications,Dollars,C861,2850,Couple families,25 to 34 years,"$50,000 and over",219800
2021,Province 9,Second quintile,Household furnishings and equipment,Dollars,C862,2623,Couple families,25 to 34 years,"$60,000 and over",207090
2021,Province 9,Second quintile,Household furnishings,Dollars,C863,1000,Couple families,25 to 34 years,"$70,000 and over",191540
2021,Province 9,Second quintile,Household equipment,Dollars,C864,1409,Couple families,25 to 34 years,"$75,000 and over",182540
2021,Province 9,Second quintile,Clothing and accessories,Dollars,C866,1590,Couple families,25 to 34 years,"$90,000 and over",152250
2021,Province 9,Second quintile,Transportation,Dollars,C867,8281,Couple families,25 to 34 years,Median total income,101680
2021,Province 9,Third quintile,Total expenditure,Dollars,C868,85740,Couple families,35 to 44 years,All income groups,387200
2021,Province 9,Third quintile,Food purchased from stores,Dollars,C869,8066,Couple families,35 to 44 years,"Under $10,000",3300
2021,Province 9,Third quintile,Food purchased from restaurants,Dollars,C870,2220,Couple families,35 to 44 years,"$10,000 and over",383910
2021,Province 9,Third quintile,Shelter,Dollars,C871,20021,Couple families,35 to 44 years,"$15,000 and over",382010
2021,Province 9,Third quintile,Principal accommodation,Dollars,C872,19107,Couple families,35 to 44 years,"$20,000 and over",379580
2021,Province 9,Third quintile,Rented living quarters,Dollars,C873,3581,Couple families,35 to 44 years,"$25,000 and over",376330
2021,Province 9,Third quintile,Owned living quarters,Dollars,C874,12237,Couple families,35 to 44 years,"$30,000 and over",372680
2021,Province 9,Third quintile,"Water, fuel and electricity for principal accommodation",Dollars,C875,3288,Couple families,35 to 44 years,"$35,000 and over",369010
2021,Province 9,Third quintile,Other accommodation,Dollars,C876,915,Couple families,35 to 44 years,"$40,000 and over",365230
2021,Province 9,Third quintile,Household operations,Dollars,C877,5952,Couple families,35 to 44 years,"$45,000 and over",360870
2021,Province 9,Third quintile,Communications,Dollars,C878,3416,Couple families,35 to 44 years,"$50,000 and over",355830
2021,Province 9,Third quintile,Household furnishings and equipment,Dollars,C879,3240,Couple families,35 to 44 years,"$60,000 and over",343260
2021,Province 9,Third quintile,Household furnishings,Dollars,C880,1338,Couple families,35 to 44 years,"$70,000 and over",327200
2021,Province 9,Third quintile,Household equipment,Dollars,C881,1669,Couple families,35 to 44 years,"$75,000 and over",317790
2021,Province 9,Third quintile,Household appliances,Dollars,C882,753,Couple families,35 to 44 years,"$80,000 and over",307810
2021,Province 9,Third quintile,Clothing and accessories,Dollars,C883,2181,Couple families,35 to 44 years,"$90,000 and over",284960
2021,Province 9,Third quintile,Transportation,Dollars,C884,10412,Couple families,35 to 44 years,Median total income,124570
2021,Province 9,Fourth quintile,Total expenditure,Dollars,C885,114345,Couple families,45 to 54 years,All income groups,360370
2021,Province 9,Fourth quintile,Food purchased from stores,Dollars,C886,10242,Couple families,45 to 54 years,"Under $10,000",2070
2021,Province 9,Fourth quintile,Food purchased from restaurants,Dollars,C887,3126,Couple families,45 to 54 years,"$10,000 and over",358290
2021,Province 9,Fourth quintile,Shelter,Dollars,C888,26003,Couple families,45 to 54 years,"$15,000 and over",357180
2021,Province 9,Fourth quintile,Principal accommodation,Dollars,C889,23814,Couple families,45 to 54 years,"$20,000 and over",355740
2021,Province 9,Fourth quintile,Rented living quarters,Dollars,C890,2701,Couple families,45 to 54 years,"$25,000 and over",353530
2021,Province 9,Fourth quintile,Owned living quarters,Dollars,C891,17002,Couple families,45 to 54 years,"$30,000 and over",351210
2021,Province 9,Fourth quintile,"Water, fuel and electricity for principal accommodation",Dollars,C892,4112,Couple families,45 to 54 years,"$35,000 and over",348570
2021,Province 9,Fourth quintile,Other accommodation,Dollars,C893,2188,Couple families,45 to 54 years,"$40,000 and over",345720
2021,Province 9,Fourth quintile,Household operations,Dollars,C894,8000,Couple families,45 to 54 years,"$45,000 and over",342130
2021,Province 9,Fourth quintile,Communications,Dollars,C895,4024,Couple families,45 to 54 years,"$50,000 and over",338040
2021,Province 9,Fourth quintile,Household furnishings and equipment,Dollars,C896,4255,Couple families,45 to 54 years,"$60,000 and over",327950
2021,Province 9,Fourth quintile,Household furnishings,Dollars,C897,1714,Couple families,45 to 54 years,"$70,000 and over",315090
2021,Province 9,Fourth quintile,Household equipment,Dollars,C898,2200,Couple families,45 to 54 years,"$75,000 and over",307640
2021,Province 9,Fourth quintile,Household appliances,Dollars,C899,941,Couple families,45 to 54 years,"$80,000 and over",299700
2021,Province 9,Fourth quintile,Clothing and accessories,Dollars,C900,3125,Couple families,45 to 54 years,"$90,000 and over",281990
2021,Province 9,Fourth quintile,Transportation,Dollars,C901,12762,Couple families,45 to 54 years,Median total income,139410
2021,Province 9,Highest quintile,Total expenditure,Dollars,C902,186677,Couple families,55 to 64 years,All income groups,406110
2021,Province 9,Highest quintile,Food purchased from stores,Dollars,C903,13355,Couple families,55 to 64 years,"Under $10,000",2250
2021,Province 9,Highest quintile,Food purchased from restaurants,Dollars,C904,4331,Couple families,55 to 64 years,"$10,000 and over",403860
2021,Province 9,Highest quintile,Shelter,Dollars,C905,32059,Couple families,55 to 64 years,"$15,000 and over",402570
2021,Province 9,Highest quintile,Principal accommodation,Dollars,C906,28467,Couple families,55 to 64 years,"$20,000 and over",400480
2021,Province 9,Highest quintile,Rented living quarters,Dollars,C907,749,Couple families,55 to 64 years,"$25,000 and over",396870
2021,Province 9,Highest quintile,Owned living quarters,Dollars,C908,22819,Couple families,55 to 64 years,"$30,000 and over",393800
2021,Province 9,Highest quintile,"Water, fuel and electricity for principal accommodation",Dollars,C909,4899,Couple families,55 to 64 years,"$35,000 and over",389710
2021,Province 9,Highest quintile,Other accommodation,Dollars,C910,3591,Couple families,55 to 64 years,"$40,000 and over",384780
2021,Province 9,Highest quintile,Household operations,Dollars,C911,9609,Couple families,55 to 64 years,"$45,000 and over",378510
2021,Province 9,Highest quintile,Communications,Dollars,C912,4379,Couple families,55 to 64 years,"$50,000 and over",371130
2021,Province 9,Highest quintile,Household furnishings and equipment,Dollars,C913,6411,Couple families,55 to 64 years,"$60,000 and over",353180
2021,Province 9,Highest quintile,Household furnishings,Dollars,C914,2583,Couple families,55 to 64 years,"$70,000 and over",331440
2021,Province 9,Highest quintile,Household equipment,Dollars,C915,3374,Couple families,55 to 64 years,"$75,000 and over",319320
2021,Province 9,Highest quintile,Household appliances,Dollars,C916,1428,Couple families,55 to 64 years,"$80,000 and over",306510
2021,Province 9,Highest quintile,Clothing and accessories,Dollars,C917,3699,Couple families,55 to 64 years,"$90,000 and over",279390
2021,Province 9,Highest quintile,Transportation,Dollars,C918,18459,Couple families,55 to 64 years,Median total income,118960
2021,Province 10,All quintiles,Total expenditure,Dollars,C919,87804,Couple families,Total all ages,All income groups,40980
2021,Province 10,All quintiles,Food purchased from stores,Dollars,C920,7796,Couple families,Total all ages,"Under $10,000",110
2021,Province 10,All quintiles,Food purchased from restaurants,Dollars,C921,2014,Couple families,Total all ages,"$10,000 and over",40870
2021,Province 10,All quintiles,Shelter,Dollars,C922,17821,Couple families,Total all ages,"$15,000 and over",40770
2021,Province 10,All quintiles,Principal accommodation,Dollars,C923,16650,Couple families,Total all ages,"$20,000 and over",40660
2021,Province 10,All quintiles,Rented living quarters,Dollars,C924,3464,Couple families,Total all ages,"$25,000 and over",40490
2021,Province 10,All quintiles,Owned living quarters,Dollars,C925,10443,Couple families,Total all ages,"$30,000 and over",40270
2021,Province 10,All quintiles,"Water, fuel and electricity for principal accommodation",Dollars,C926,2743,Couple families,Total all ages,"$35,000 and over",39420
2021,Province 10,All quintiles,Other accommodation,Dollars,C927,1170,Couple families,Total all ages,"$40,000 and over",38100
2021,Province 10,All quintiles,Household operations,Dollars,C928,5981,Couple families,Total all ages,"$45,000 and over",37070
2021,Province 10,All quintiles,Communications,Dollars,C929,3255,Couple families,Total all ages,"$50,000 and over",35960
2021,Province 10,All quintiles,Household furnishings and equipment,Dollars,C930,2954,Couple families,Total all ages,"$60,000 and over",33420
2021,Province 10,All quintiles,Household furnishings,Dollars,C931,1196,Couple families,Total all ages,"$70,000 and over",30450
2021,Province 10,All quintiles,Household equipment,Dollars,C932,1563,Couple families,Total all ages,"$75,000 and over",28950
2021,Province 10,All quintiles,Household appliances,Dollars,C933,699,Couple families,Total all ages,"$80,000 and over",27530
2021,Province 10,All quintiles,Clothing and accessories,Dollars,C934,2191,Couple families,Total all ages,"$90,000 and over",24530
2021,Province 10,All quintiles,Transportation,Dollars,C935,11230,Couple families,Total all ages,Median total income,104390
2021,Province 10,Lowest quintile,Total expenditure,Dollars,C936,38752,Couple families,0 to 24 years,All income groups,630
2021,Province 10,Lowest quintile,Food purchased from stores,Dollars,C937,4259,Couple families,0 to 24 years,"Under $10,000",30
2021,Province 10,Lowest quintile,Food purchased from restaurants,Dollars,C938,1162,Couple families,0 to 24 years,"$10,000 and over",600
2021,Province 10,Lowest quintile,Shelter,Dollars,C939,11558,Couple families,0 to 24 years,"$15,000 and over",580
2021,Province 10,Lowest quintile,Principal accommodation,Dollars,C940,11027,Couple families,0 to 24 years,"$20,000 and over",570
2021,Province 10,Lowest quintile,Rented living quarters,Dollars,C941,5146,Couple families,0 to 24 years,"$25,000 and over",550
2021,Province 10,Lowest quintile,Owned living quarters,Dollars,C942,3991,Couple families,0 to 24 years,"$30,000 and over",520
2021,Province 10,Lowest quintile,"Water, fuel and electricity for principal accommodation",Dollars,C943,1890,Couple families,0 to 24 years,"$35,000 and over",490
2021,Province 10,Lowest quintile,Household operations,Dollars,C945,3287,Couple families,0 to 24 years,"$45,000 and over",430
2021,Province 10,Lowest quintile,Communications,Dollars,C946,2035,Couple families,0 to 24 years,"$50,000 and over",400
2021,Province 10,Lowest quintile,Household furnishings and equipment,Dollars,C947,1616,Couple families,0 to 24 years,"$60,000 and over",320
2021,Province 10,Lowest quintile,Household furnishings,Dollars,C948,632,Couple families,0 to 24 years,"$70,000 and over",240
2021,Province 10,Lowest quintile,Household equipment,Dollars,C949,866,Couple families,0 to 24 years,"$75,000 and over",200
2021,Province 10,Lowest quintile,Household appliances,Dollars,C950,441,Couple families,0 to 24 years,"$80,000 and over",170
2021,Province 10,Lowest quintile,Clothing and accessories,Dollars,C951,865,Couple families,0 to 24 years,"$90,000 and over",120
2021,Province 10,Lowest quintile,Transportation,Dollars,C952,5465,Couple families,0 to 24 years,Median total income,60980
2021,Province 10,Second quintile,Total expenditure,Dollars,C953,55145,Couple families,25 to 34 years,All income groups,5050
2021,Province 10,Second quintile,Food purchased from stores,Dollars,C954,5939,Couple families,25 to 34 years,"Under $10,000",30
2021,Province 10,Second quintile,Food purchased from restaurants,Dollars,C955,1208,Couple families,25 to 34 years,"$10,000 and over",5020
2021,Province 10,Second quintile,Shelter,Dollars,C956,13185,Couple families,25 to 34 years,"$15,000 and over",5000
2021,Province 10,Second quintile,Principal accommodation,Dollars,C957,12597,Couple families,25 to 34 years,"$20,000 and over",4990
2021,Province 10,Second quintile,Rented living quarters,Dollars,C958,4448,Couple families,25 to 34 years,"$25,000 and over",4970
2021,Province 10,Second quintile,Owned living quarters,Dollars,C959,5951,Couple families,25 to 34 years,"$30,000 and over",4930
2021,Province 10,Second quintile,"Water, fuel and electricity for principal accommodation",Dollars,C960,2198,Couple families,25 to 34 years,"$35,000 and over",4910
2021,Province 10,Second quintile,Other accommodation,Dollars,C961,588,Couple families,25 to 34 years,"$40,000 and over",4860
2021,Province 10,Second quintile,Household operations,Dollars,C962,4677,Couple families,25 to 34 years,"$45,000 and over",4830
2021,Province 10,Second quintile,Communications,Dollars,C963,2777,Couple families,25 to 34 years,"$50,000 and over",4770
2021,Province 10,Second quintile,Household furnishings and equipment,Dollars,C964,1760,Couple families,25 to 34 years,"$60,000 and over",4580
2021,Province 10,Second quintile,Household furnishings,Dollars,C965,735,Couple families,25 to 34 years,"$70,000 and over",4340
2021,Province 10,Second quintile,Household equipment,Dollars,C966,855,Couple families,25 to 34 years,"$75,000 and over",4180
2021,Province 10,Second quintile,Household appliances,Dollars,C967,402,Couple families,25 to 34 years,"$80,000 and over",3970
2021,Province 10,Second quintile,Clothing and accessories,Dollars,C968,1679,Couple families,25 to 34 years,"$90,000 and over",3510
2021,Province 10,Second quintile,Transportation,Dollars,C969,7567,Couple families,25 to 34 years,Median total income,111120
2021,Province 10,Third quintile,Total expenditure,Dollars,C970,80129,Couple families,35 to 44 years,All income groups,6780
2021,Province 10,Third quintile,Food purchased from stores,Dollars,C971,7270,Couple families,35 to 44 years,"Under $10,000",20
2021,Province 10,Third quintile,Food purchased from restaurants,Dollars,C972,1713,Couple families,35 to 44 years,"$10,000 and over",6760
2021,Province 10,Third quintile,Shelter,Dollars,C973,17089,Couple families,35 to 44 years,"$15,000 and over",6750
2021,Province 10,Third quintile,Principal accommodation,Dollars,C974,15822,Couple families,35 to 44 years,"$20,000 and over",6730
2021,Province 10,Third quintile,Rented living quarters,Dollars,C975,3424,Couple families,35 to 44 years,"$25,000 and over",6710
2021,Province 10,Third quintile,Owned living quarters,Dollars,C976,9625,Couple families,35 to 44 years,"$30,000 and over",6700
2021,Province 10,Third quintile,"Water, fuel and electricity for principal accommodation",Dollars,C977,2774,Couple families,35 to 44 years,"$35,000 and over",6680
2021,Province 10,Third quintile,Other accommodation,Dollars,C978,1266,Couple families,35 to 44 years,"$40,000 and over",6660
2021,Province 10,Third quintile,Household operations,Dollars,C979,5873,Couple families,35 to 44 years,"$45,000 and over",6630
2021,Province 10,Third quintile,Communications,Dollars,C980,3161,Couple families,35 to 44 years,"$50,000 and over",6580
2021,Province 10,Third quintile,Household furnishings and equipment,Dollars,C981,2898,Couple families,35 to 44 years,"$60,000 and over",6460
2021,Province 10,Third quintile,Household furnishings,Dollars,C982,885,Couple families,35 to 44 years,"$70,000 and over",6300
2021,Province 10,Third quintile,Household equipment,Dollars,C983,1869,Couple families,35 to 44 years,"$75,000 and over",6210
2021,Province 10,Third quintile,Household appliances,Dollars,C984,777,Couple families,35 to 44 years,"$80,000 and over",6070
2021,Province 10,Third quintile,Clothing and accessories,Dollars,C985,1878,Couple families,35 to 44 years,"$90,000 and over",5720
2021,Province 10,Third quintile,Transportation,Dollars,C986,12980,Couple families,35 to 44 years,Median total income,137430
2021,Province 10,Fourth quintile,Total expenditure,Dollars,C987,100662,Couple families,45 to 54 years,All income groups,5850
2021,Province 10,Fourth quintile,Food purchased from restaurants,Dollars,C989,2408,Couple families,45 to 54 years,"$10,000 and over",5840
2021,Province 10,Fourth quintile,Shelter,Dollars,C990,19639,Couple families,45 to 54 years,"$15,000 and over",5830
2021,Province 10,Fourth quintile,Principal accommodation,Dollars,C991,18295,Couple families,45 to 54 years,"$20,000 and over",5830
2021,Province 10,Fourth quintile,Rented living quarters,Dollars,C992,2870,Couple families,45 to 54 years,"$25,000 and over",5800
2021,Province 10,Fourth quintile,Owned living quarters,Dollars,C993,12493,Couple families,45 to 54 years,"$30,000 and over",5790
2021,Province 10,Fourth quintile,"Water, fuel and electricity for principal accommodation",Dollars,C994,2933,Couple families,45 to 54 years,"$35,000 and over",5770
2021,Province 10,Fourth quintile,Other accommodation,Dollars,C995,1344,Couple families,45 to 54 years,"$40,000 and over",5740
2021,Province 10,Fourth quintile,Household operations,Dollars,C996,7474,Couple families,45 to 54 years,"$45,000 and over",5710
2021,Province 10,Fourth quintile,Communications,Dollars,C997,4082,Couple families,45 to 54 years,"$50,000 and over",5690
2021,Province 10,Fourth quintile,Household furnishings and equipment,Dollars,C998,3655,Couple families,45 to 54 years,"$60,000 and over",5590
2021,Province 10,Fourth quintile,Household furnishings,Dollars,C999,1566,Couple families,45 to 54 years,"$70,000 and over",5460
2021,Province 10,Fourth quintile,Household equipment,Dollars,C1000,1819,Couple families,45 to 54 years,"$75,000 and over",5370
2021,Province 10,Fourth quintile,Household appliances,Dollars,C1001,729,Couple families,45 to 54 years,"$80,000 and over",5280
2021,Province 10,Fourth quintile,Clothing and accessories,Dollars,C1002,2572,Couple families,45 to 54 years,"$90,000 and over",5030
2021,Province 10,Fourth quintile,Transportation,Dollars,C1003,12774,Couple families,45 to 54 years,Median total income,155260
2021,Province 10,Highest quintile,Total expenditure,Dollars,C1004,164095,Couple families,55 to 64 years,All income groups,8520
2021,Province 10,Highest quintile,Food purchased from stores,Dollars,C1005,11476,Couple families,55 to 64 years,"Under $10,000",20
2021,Province 10,Highest quintile,Food purchased from restaurants,Dollars,C1006,3576,Couple families,55 to 64 years,"$10,000 and over",8500
2021,Province 10,Highest quintile,Shelter,Dollars,C1007,27605,Couple families,55 to 64 years,"$15,000 and over",8480
2021,Province 10,Highest quintile,Principal accommodation,Dollars,C1008,25484,Couple families,55 to 64 years,"$20,000 and over",8430
2021,Province 10,Highest quintile,Rented living quarters,Dollars,C1009,1443,Couple families,55 to 64 years,"$25,000 and over",8380
2021,Province 10,Highest quintile,Owned living quarters,Dollars,C1010,20125,Couple families,55 to 64 years,"$30,000 and over",8330
2021,Province 10,Highest quintile,"Water, fuel and electricity for principal accommodation",Dollars,C1011,3916,Couple families,55 to 64 years,"$35,000 and over",8270
2021,Province 10,Highest quintile,Other accommodation,Dollars,C1012,2121,Couple families,55 to 64 years,"$40,000 and over",8200
2021,Province 10,Highest quintile,Household operations,Dollars,C1013,8575,Couple families,55 to 64 years,"$45,000 and over",8100
2021,Province 10,Highest quintile,Communications,Dollars,C1014,4211,Couple families,55 to 64 years,"$50,000 and over",7960
2021,Province 10,Highest quintile,Household furnishings and equipment,Dollars,C1015,4835,Couple families,55 to 64 years,"$60,000 and over",7630
2021,Province 10,Highest quintile,Household furnishings,Dollars,C1016,2157,Couple families,55 to 64 years,"$70,000 and over",7130
2021,Province 10,Highest quintile,Household equipment,Dollars,C1017,2405,Couple families,55 to 64 years,"$75,000 and over",6840
2021,Province 10,Highest quintile,Household appliances,Dollars,C1018,1146,Couple families,55 to 64 years,"$80,000 and over",6590
2021,Province 10,Highest quintile,Clothing and accessories,Dollars,C1019,3954,Couple families,55 to 64 years,"$90,000 and over",5960
2021,Province 10,Highest quintile,Transportation,Dollars,C1020,17341,Couple families,55 to 64 years,Median total income,117210
2021,Province 11,All quintiles,Total expenditure,Dollars,C1021,90898,Couple families,Total all ages,All income groups,204790
2021,Province 11,All quintiles,Food purchased from stores,Dollars,C1022,8476,Couple families,Total all ages,"Under $10,000",920
2021,Province 11,All quintiles,Food purchased from restaurants,Dollars,C1023,3119,Couple families,Total all ages,"$10,000 and over",203870
2021,Province 11,All quintiles,Shelter,Dollars,C1024,18898,Couple families,Total all ages,"$15,000 and over",203300
2021,Province 11,All quintiles,Principal accommodation,Dollars,C1025,17266,Couple families,Total all ages,"$20,000 and over",202470
2021,Province 11,All quintiles,Rented living quarters,Dollars,C1026,2911,Couple families,Total all ages,"$25,000 and over",201250
2021,Province 11,All quintiles,Owned living quarters,Dollars,C1027,10799,Couple families,Total all ages,"$30,000 and over",199970
2021,Province 11,All quintiles,"Water, fuel and electricity for principal accommodation",Dollars,C1028,3555,Couple families,Total all ages,"$35,000 and over",197230
2021,Province 11,All quintiles,Other accommodation,Dollars,C1029,1632,Couple families,Total all ages,"$40,000 and over",192670
2021,Province 11,All quintiles,Household operations,Dollars,C1030,5687,Couple families,Total all ages,"$45,000 and over",188290
2021,Province 11,All quintiles,Communications,Dollars,C1031,3119,Couple families,Total all ages,"$50,000 and over",183780
2021,Province 11,All quintiles,Household furnishings and equipment,Dollars,C1032,3249,Couple families,Total all ages,"$60,000 and over",173680
2021,Province 11,All quintiles,Household furnishings,Dollars,C1033,1163,Couple families,Total all ages,"$70,000 and over",162320
2021,Province 11,All quintiles,Household equipment,Dollars,C1034,1864,Couple families,Total all ages,"$75,000 and over",155980
2021,Province 11,All quintiles,Household appliances,Dollars,C1035,654,Couple families,Total all ages,"$80,000 and over",149650
2021,Province 11,All quintiles,Clothing and accessories,Dollars,C1036,2048,Couple families,Total all ages,"$90,000 and over",136420
2021,Province 11,All quintiles,Transportation,Dollars,C1037,10708,Couple families,Total all ages,Median total income,115150
2021,Province 11,Lowest quintile,Total expenditure,Dollars,C1038,41615,Couple families,0 to 24 years,All income groups,2700
2021,Province 11,Lowest quintile,Food purchased from stores,Dollars,C1039,4930,Couple families,0 to 24 years,"Under $10,000",60
2021,Province 11,Lowest quintile,Food purchased from restaurants,Dollars,C1040,2423,Couple families,0 to 24 years,"$10,000 and over",2650
2021,Province 11,Lowest quintile,Shelter,Dollars,C1041,11229,Couple families,0 to 24 years,"$15,000 and over",2580
2021,Province 11,Lowest quintile,Principal accommodation,Dollars,C1042,10731,Couple families,0 to 24 years,"$20,000 and over",2490
2021,Province 11,Lowest quintile,Rented living quarters,Dollars,C1043,4244,Couple families,0 to 24 years,"$25,000 and over",2390
2021,Province 11,Lowest quintile,Owned living quarters,Dollars,C1044,4217,Couple families,0 to 24 years,"$30,000 and over",2250
2021,Province 11,Lowest quintile,"Water, fuel and electricity for principal accommodation",Dollars,C1045,2271,Couple families,0 to 24 years,"$35,000 and over",2100
2021,Province 11,Lowest quintile,Household operations,Dollars,C1047,3577,Couple families,0 to 24 years,"$45,000 and over",1810
2021,Province 11,Lowest quintile,Communications,Dollars,C1048,2278,Couple families,0 to 24 years,"$50,000 and over",1680
2021,Province 11,Lowest quintile,Household furnishings and equipment,Dollars,C1049,1363,Couple families,0 to 24 years,"$60,000 and over",1350
2021,Province 11,Lowest quintile,Household furnishings,Dollars,C1050,617,Couple families,0 to 24 years,"$70,000 and over",1050
2021,Province 11,Lowest quintile,Household equipment,Dollars,C1051,635,Couple families,0 to 24 years,"$75,000 and over",930
2021,Province 11,Lowest quintile,Clothing and accessories,Dollars,C1053,1019,Couple families,0 to 24 years,"$90,000 and over",570
2021,Province 11,Lowest quintile,Transportation,Dollars,C1054,5716,Couple families,0 to 24 years,Median total income,60090
2021,Province 11,Second quintile,Total expenditure,Dollars,C1055,58555,Couple families,25 to 34 years,All income groups,28060
2021,Province 11,Second quintile,Food purchased from stores,Dollars,C1056,7411,Couple families,25 to 34 years,"Under $10,000",320
2021,Province 11,Second quintile,Food purchased from restaurants,Dollars,C1057,2121,Couple families,25 to 34 years,"$10,000 and over",27740
2021,Province 11,Second quintile,Shelter,Dollars,C1058,14429,Couple families,25 to 34 years,"$15,000 and over",27550
2021,Province 11,Second quintile,Principal accommodation,Dollars,C1059,13256,Couple families,25 to 34 years,"$20,000 and over",27240
2021,Province 11,Second quintile,Rented living quarters,Dollars,C1060,4223,Couple families,25 to 34 years,"$25,000 and over",26870
2021,Province 11,Second quintile,Owned living quarters,Dollars,C1061,5689,Couple families,25 to 34 years,"$30,000 and over",26510
2021,Province 11,Second quintile,"Water, fuel and electricity for principal accommodation",Dollars,C1062,3344,Couple families,25 to 34 years,"$35,000 and over",26200
2021,Province 11,Second quintile,Other accommodation,Dollars,C1063,1173,Couple families,25 to 34 years,"$40,000 and over",25900
2021,Province 11,Second quintile,Household operations,Dollars,C1064,4154,Couple families,25 to 34 years,"$45,000 and over",25510
2021,Province 11,Second quintile,Communications,Dollars,C1065,2639,Couple families,25 to 34 years,"$50,000 and over",25060
2021,Province 11,Second quintile,Household furnishings and equipment,Dollars,C1066,2577,Couple families,25 to 34 years,"$60,000 and over",23980
2021,Province 11,Second quintile,Household furnishings,Dollars,C1067,681,Couple families,25 to 34 years,"$70,000 and over",22590
2021,Province 11,Second quintile,Household appliances,Dollars,C1069,545,Couple families,25 to 34 years,"$80,000 and over",20780
2021,Province 11,Second quintile,Clothing and accessories,Dollars,C1070,1229,Couple families,25 to 34 years,"$90,000 and over",18640
2021,Province 11,Second quintile,Transportation,Dollars,C1071,7607,Couple families,25 to 34 years,Median total income,108610
2021,Province 11,Third quintile,Total expenditure,Dollars,C1072,71804,Couple families,35 to 44 years,All income groups,41000
2021,Province 11,Third quintile,Food purchased from stores,Dollars,C1073,7271,Couple families,35 to 44 years,"Under $10,000",280
2021,Province 11,Third quintile,Food purchased from restaurants,Dollars,C1074,2183,Couple families,35 to 44 years,"$10,000 and over",40720
2021,Province 11,Third quintile,Shelter,Dollars,C1075,16492,Couple families,35 to 44 years,"$15,000 and over",40570
2021,Province 11,Third quintile,Principal accommodation,Dollars,C1076,15827,Couple families,35 to 44 years,"$20,000 and over",40360
2021,Province 11,Third quintile,Rented living quarters,Dollars,C1077,3273,Couple families,35 to 44 years,"$25,000 and over",40080
